33206, 53, , 492, 14
12222, 53, , 184, 2
1675, 53, , 24, 1
6218, 53, , 118, 2
4111, 53, , 74, 1
5834, 53, , 87, 1
18687, 53, , 380, 6
2167, 53, , 28, 1
4285, 53, , 56, 1
2822, 53, , 38, 0
5378, 53, , 69, 1
12810, 53, , 170, 3
4723, 53, , 62, 1
3938, 53, , 53, 0
8447, 53, , 111, 2
6746, 53, , 88, 2
7659, 53, , 98, 3
14543, 53, , 211, 5
5408, 53, , 68, 1
10050, 53, , 128, 2
3810, 53, , 48, 1
4037, 53, , 57, 1
2040, 53, , 27, 0
5198, 53, , 66, 1
4194, 53, , 56, 1
7224, 53, , 93, 2
4622, 53, , 61, 0
13697, 53, , 172, 5
3186, 53, , 43, 0
2352, 53, , 29, 1
4200, 53, , 55, 1
1662, 53, , 25, 1
2518, 53, , 33, 0
8851, 53, , 113, 3
2496, 53, , 32, 1
3613, 53, , 47, 0
3188, 53, , 44, 0
86640, 53, , 1128, 24
13095, 53, , 372, 6
13646, 53, , 178, 4
8874, 53, , 115, 1
4034, 53, , 52, 0
9404, 53, , 137, 3
5378, 53, , 69, 1
21716, 53, , 270, 5
56737, 53, , 730, 21
2880, 53, , 38, 1
5443, 53, , 67, 2
15913, 53, , 199, 5
8095, 53, , 99, 2
6711, 53, , 92, 2
36845, 53, , 472, 12
2841, 53, , 36, 1
4995, 53, , 66, 2
8222, 53, , 102, 3
1822, 53, , 25, 0
11608, 53, , 154, 2
5500, 53, , 67, 1
3230, 53, , 43, 0
4206, 53, , 52, 1
1430, 53, , 35, 0
7355, 53, , 91, 3
1394, 53, , 18, 1
6502, 53, , 80, 1
38117, 53, , 486, 11
3651, 53, , 46, 1
33206, 53, , 1027267394416, 1027278682
12222, 53, , 1027463667413, 1027466442
1675, 53, , 1027492648748, 1027493055
6218, 53, , 1027614890396, 1027616084
4111, 53, , 1027693603441, 1027695110
5834, 53, , 1027783009793, 1027784319
18687, 53, , 1028039185470, 1028045290
2167, 53, , 1028073577988, 1028073998
4285, 53, , 1028128014377, 1028129181
2822, 53, , 1028167799148, 1028168241
5378, 53, , 1028233798980, 1028234965
12810, 53, , 1028394927285, 1028397443
4723, 53, , 1028457055986, 1028458639
3938, 53, , 1028510009118, 1028510684
8447, 53, , 1028619397685, 1028621588
6746, 53, , 1028706041579, 1028707641
7659, 53, , 1028807891434, 1028810622
14543, 53, , 1029001690138, 1029007176
5408, 53, , 1029073371758, 1029074622
10050, 53, , 1029198116617, 1029200502
3810, 53, , 1029248526539, 1029249221
4037, 53, , 1029302780073, 1029305214
2040, 53, , 1029330930754, 1029331341
5198, 53, , 1029394262762, 1029395138
4194, 53, , 1029450208222, 1029450948
7224, 53, , 1029541899098, 1029543982
4622, 53, , 1029604371358, 1029605272
13697, 53, , 1029773105137, 1029777553
3186, 53, , 1029819640919, 1029820225
2352, 53, , 1029850120393, 1029850704
4200, 53, , 1029904235664, 1029905008
1662, 53, , 1029931534938, 1029931814
2518, 53, , 1029963582406, 1029963941
8851, 53, , 1030075649508, 1030078333
2496, 53, , 1030110077639, 1030110623
3613, 53, , 1030156283343, 1030157090
3188, 53, , 1030199572039, 1030200354
86640, 53, , 1031308589958, 1031334825
13095, 53, , 1031707943875, 1031712813
13646, 53, , 1031876952435, 1031879676
8874, 53, , 1031993456287, 1031995369
4034, 53, , 1032046200839, 1032047101
9404, 53, , 1032163555444, 1032166226
5378, 53, , 1032236329387, 1032237275
21716, 53, , 1032499655445, 1032504915
56737, 53, , 1033224559366, 1033247453
2880, 53, , 1033286372737, 1033287121
5443, 53, , 1033355693131, 1033357210
15913, 53, , 1033558840780, 1033563585
8095, 53, , 1033661522435, 1033663516
6711, 53, , 1033748914108, 1033751020
36845, 53, , 1034187874817, 1034199965
2841, 53, , 1034238449563, 1034239060
4995, 53, , 1034300842707, 1034302461
8222, 53, , 1034402336919, 1034403909
1822, 53, , 1034428949588, 1034429209
11608, 53, , 1034575494042, 1034577903
5500, 53, , 1034645670749, 1034646956
3230, 53, , 1034689878725, 1034690513
4206, 53, , 1034744916927, 1034745708
1430, 53, , 1034764478772, 1034764741
7355, 53, , 1034854783132, 1034857129
1394, 53, , 1034875443297, 1034875746
6502, 53, , 1034957750548, 1034958980
38117, 53, , 1035431255837, 1035441698
3651, 53, , 1035490376537, 1035491144
33206, 53, , 1116586171650, 1.11659917E9
12222, 53, , 1116763404946, 1.11676646E9
1675, 53, , 1116790762543, 1.11679117E9
6218, 53, , 1116905546382, 1.11690675E9
4111, 53, , 1116984082160, 1.11698547E9
5834, 53, , 1117079076521, 1.11708058E9
18687, 53, , 1117341840200, 1.11734797E9
2167, 53, , 1117377043422, 1.11737754E9
4285, 53, , 1117430948912, 1.11743206E9
2822, 53, , 1117469238467, 1.1174697E9
5378, 53, , 1117539009491, 1.1175401E9
12810, 53, , 1117709127378, 1.11771162E9
4723, 53, , 1117773455665, 1.11777498E9
3938, 53, , 1117829317316, 1.11783002E9
8447, 53, , 1117941422383, 1.11794381E9
6746, 53, , 1118033968151, 1.11803533E9
7659, 53, , 1118138668718, 1.11814131E9
14543, 53, , 1118348085898, 1.1183543E9
5408, 53, , 1118423893710, 1.11842522E9
10050, 53, , 1118557866893, 1.11856051E9
3810, 53, , 1118614812141, 1.11861555E9
4037, 53, , 1118673539394, 1.11867469E9
2040, 53, , 1118704033971, 1.1187049E9
5198, 53, , 1118773433669, 1.11877427E9
4194, 53, , 1118829315703, 1.11883008E9
7224, 53, , 1118928140312, 1.11893018E9
4622, 53, , 1118993654223, 1.1189943E9
13697, 53, , 1119169305814, 1.11917389E9
3186, 53, , 1119217454247, 1.11921792E9
2352, 53, , 1119248964118, 1.11924966E9
4200, 53, , 1119307265786, 1.11930803E9
1662, 53, , 1119334573521, 1.11933478E9
2518, 53, , 1119367826738, 1.11936819E9
8851, 53, , 1119484213336, 1.11948698E9
2496, 53, , 1119520258509, 1.11952077E9
3613, 53, , 1119568803145, 1.11956966E9
3188, 53, , 1119613674569, 1.11961446E9
86640, 53, , 1120752016853, 1.12077747E9
13095, 53, , 1121134328653, 1.12113984E9
13646, 53, , 1121315253328, 1.12131802E9
8874, 53, , 1121432775620, 1.12143462E9
4034, 53, , 1121484757804, 1.12148557E9
9404, 53, , 1121610284666, 1.12161293E9
5378, 53, , 1121684190563, 1.12168512E9
21716, 53, , 1121966047217, 1.1219712E9
56737, 53, , 1122693525965, 1.1227145E9
2880, 53, , 1122753104761, 1.12275379E9
5443, 53, , 1122826897588, 1.12282842E9
15913, 53, , 1123027046222, 1.12303181E9
8095, 53, , 1123130552667, 1.12313254E9
6711, 53, , 1123222321378, 1.12322445E9
36845, 53, , 1123686183545, 1.12369907E9
2841, 53, , 1123734592233, 1.12373517E9
4995, 53, , 1123796959494, 1.12379853E9
8222, 53, , 1123918010596, 1.12391949E9
1822, 53, , 1123944045071, 1.12394432E9
11608, 53, , 1124086442875, 1.12408896E9
5500, 53, , 1124156603184, 1.12415782E9
3230, 53, , 1124206250602, 1.12420698E9
4206, 53, , 1124260826162, 1.12426163E9
1430, 53, , 1124280270194, 1.12428058E9
7355, 53, , 1124374841664, 1.12437722E9
1394, 53, , 1124395330489, 1.12439565E9
6502, 53, , 1124475636255, 1.1244768E9
38117, 53, , 1124971891342, 1.12498291E9
3651, 53, , 1125030546847, 1.1250313E9
33206, 53, , 1199114157995, 1199126.0
12222, 53, , 1199316976953, 1199319.0
1675, 53, , 1199345264791, 1199345.0
