6218, 53, , 1199465976119, 1199467.0
4111, 53, , 1199542843596, 1199544.0
5834, 53, , 1199636183738, 1199637.0
18687, 53, , 1199912843961, 1199919.0
2167, 53, , 1199948381253, 1199948.0
4285, 53, , 1200003299537, 1200004.0
2822, 53, , 1200044885923, 1200045.0
5378, 53, , 1200112928286, 1200114.0
12810, 53, , 1200279275651, 1200281.0
4723, 53, , 1200342033550, 1200343.0
3938, 53, , 1200395636808, 1200396.0
8447, 53, , 1200508212961, 1200510.0
6746, 53, , 1200595636039, 1200597.0
7659, 53, , 1200693592358, 1200696.0
14543, 53, , 1200904537987, 1200909.0
5408, 53, , 1200981461179, 1200982.0
10050, 53, , 1201112275925, 1201115.0
3810, 53, , 1201164673788, 1201165.0
4037, 53, , 1201228348037, 1201229.0
2040, 53, , 1201256005610, 1201256.0
5198, 53, , 1201322124168, 1201323.0
4194, 53, , 1201379076181, 1201379.0
7224, 53, , 1201473541784, 1201475.0
4622, 53, , 1201537195888, 1201537.0
13697, 53, , 1201719649361, 1201724.0
3186, 53, , 1201765973070, 1201766.0
2352, 53, , 1201798538044, 1201799.0
4200, 53, , 1201857248046, 1201857.0
1662, 53, , 1201883736264, 1201883.0
2518, 53, , 1201916347235, 1201916.0
8851, 53, , 1202036462954, 1202039.0
2496, 53, , 1202071380642, 1202071.0
3613, 53, , 1202117670223, 1202118.0
3188, 53, , 1202161559727, 1202162.0
86640, 53, , 1203335201463, 1203361.0
13095, 53, , 1203862399842, 1203868.0
13646, 53, , 1204049983199, 1204052.0
8874, 53, , 1204169821897, 1204171.0
4034, 53, , 1204221853141, 1204222.0
9404, 53, , 1204340344974, 1204342.0
5378, 53, , 1204408635347, 1204409.0
21716, 53, , 1204683273796, 1204688.0
56737, 53, , 1205423312645, 1205446.0
2880, 53, , 1205484645662, 1205485.0
5443, 53, , 1205554267830, 1205556.0
15913, 53, , 1205761222712, 1205766.0
8095, 53, , 1205865812137, 1205867.0
6711, 53, , 1205958139191, 1205960.0
36845, 53, , 1206418051051, 1206431.0
2841, 53, , 1206466982820, 1206467.0
4995, 53, , 1206539920926, 1206542.0
8222, 53, , 1206646301124, 1206648.0
1822, 53, , 1206674716074, 1206674.0
11608, 53, , 1206818899119, 1206821.0
5500, 53, , 1206889584556, 1206890.0
3230, 53, , 1206934515696, 1206935.0
4206, 53, , 1206991615524, 1206992.0
1430, 53, , 1207015441970, 1207015.0
7355, 53, , 1207113266850, 1207115.0
1394, 53, , 1207134605760, 1207134.0
6502, 53, , 1207217076077, 1207218.0
38117, 53, , 1207711919611, 1207728.0
3651, 53, , 1207775377560, 1207776.0
33206, 53, , 511, 14.0
12222, 53, , 158, 2.0
1675, 53, , 25, 0.0
6218, 53, , 110, 1.0
4111, 53, , 78, 1.0
5834, 53, , 96, 1.0
18687, 53, , 293, 6.0
2167, 53, , 32, 0.0
4285, 53, , 62, 1.0
2822, 53, , 45, 0.0
5378, 53, , 79, 1.0
12810, 53, , 188, 2.0
4723, 53, , 61, 1.0
3938, 53, , 53, 0.0
8447, 53, , 123, 2.0
6746, 53, , 87, 1.0
7659, 53, , 100, 2.0
14543, 53, , 213, 5.0
5408, 53, , 69, 1.0
10050, 53, , 130, 2.0
3810, 53, , 48, 0.0
4037, 53, , 54, 1.0
2040, 53, , 27, 0.0
5198, 53, , 65, 0.0
4194, 53, , 54, 0.0
7224, 53, , 93, 2.0
4622, 53, , 60, 0.0
13697, 53, , 172, 4.0
3186, 53, , 39, 0.0
2352, 53, , 30, 0.0
4200, 53, , 53, 0.0
1662, 53, , 25, 0.0
2518, 53, , 30, 0.0
8851, 53, , 117, 2.0
2496, 53, , 31, 0.0
3613, 53, , 45, 0.0
3188, 53, , 45, 0.0
86640, 53, , 1132, 28.0
13095, 53, , 460, 6.0
13646, 53, , 173, 2.0
8874, 53, , 111, 1.0
4034, 53, , 50, 0.0
9404, 53, , 128, 2.0
5378, 53, , 65, 0.0
21716, 53, , 267, 5.0
56737, 53, , 718, 21.0
2880, 53, , 35, 0.0
5443, 53, , 68, 1.0
15913, 53, , 204, 5.0
8095, 53, , 101, 2.0
6711, 53, , 89, 2.0
36845, 53, , 454, 12.0
2841, 53, , 37, 0.0
4995, 53, , 61, 1.0
8222, 53, , 109, 3.0
1822, 53, , 32, 0.0
11608, 53, , 142, 2.0
5500, 53, , 78, 1.0
3230, 53, , 44, 0.0
4206, 53, , 52, 0.0
1430, 53, , 18, 0.0
7355, 53, , 92, 2.0
1394, 53, , 18, 0.0
6502, 53, , 79, 1.0
38117, 53, , 472, 11.0
3651, 53, , 47, 0.0
33206, 53, , 490, 12.026297
12222, 53, , 154, 3.115133
1675, 53, , 25, 0.439752
6218, 53, , 109, 1.240389
4111, 53, , 79, 1.451242
5834, 53, , 96, 1.501382
18687, 53, , 302, 6.757467
2167, 53, , 32, 0.460472
4285, 53, , 65, 1.213527
2822, 53, , 43, 0.504002
5378, 53, , 86, 1.259966
12810, 53, , 210, 2.615759
4723, 53, , 82, 1.768782
3938, 53, , 69, 0.645379
8447, 53, , 148, 2.155544
6746, 53, , 90, 1.431612
7659, 53, , 99, 2.527117
14543, 53, , 198, 4.959775
5408, 53, , 70, 1.247614
10050, 53, , 130, 2.399402
3810, 53, , 48, 0.69079
4037, 53, , 65, 1.187495
2040, 53, , 26, 0.392204
5198, 53, , 67, 0.8711
4194, 53, , 56, 0.831057
7224, 53, , 90, 1.979487
4622, 53, , 61, 0.709404
13697, 53, , 174, 4.509607
3186, 53, , 41, 0.585276
2352, 53, , 32, 0.589756
4200, 53, , 57, 0.635951
1662, 53, , 25, 0.266725
2518, 53, , 32, 0.337715
8851, 53, , 113, 2.991097
2496, 53, , 33, 0.522485
3613, 53, , 45, 0.809711
3188, 53, , 42, 0.785759
86640, 53, , 1140, 26.670431
13095, 53, , 408, 5.157057
13646, 53, , 185, 2.736377
8874, 53, , 109, 1.904087
4034, 53, , 49, 0.894035
9404, 53, , 121, 2.629225
5378, 53, , 68, 0.937074
21716, 53, , 275, 5.327515
56737, 53, , 735, 21.220469
2880, 53, , 36, 0.752285
5443, 53, , 83, 1.470522
15913, 53, , 202, 6.04833
8095, 53, , 103, 2.455704
6711, 53, , 92, 2.072659
36845, 53, , 473, 12.766083
2841, 53, , 35, 0.63487
4995, 53, , 63, 1.419821
8222, 53, , 105, 1.490449
1822, 53, , 28, 0.266101
11608, 53, , 149, 2.390257
5500, 53, , 72, 1.295911
3230, 53, , 45, 0.639651
4206, 53, , 53, 0.816868
1430, 53, , 19, 0.25428
7355, 53, , 93, 2.584681
1394, 53, , 18, 0.247093
6502, 53, , 84, 1.504915
38117, 53, , 490, 10.971785
3651, 53, , 45, 0.747298
